124.54,0,3244036,1427967000
124.5199,0,2173568,1427967900
124.68,0,1661858,1427968800
124.495,0,1239174,1427969700
124.34,0,1364623,1427970600
124.54,0,743722,1427971500
124.47,0,810143,1427972400
124.51,0,735600,1427973300
124.69,0,723506,1427974200
124.81,0,1134424,1427975100
124.71,0,932653,1427976000
124.84,0,591755,1427976900
125.02,0,645967,1427977800
124.835,0,629516,1427978700
124.95,0,581185,1427979600
124.89,0,495050,1427980500
124.83,0,620750,1427981400
124.895,0,442847,1427982300
124.89,0,513980,1427983200
124.96,0,742106,1427984100
124.86,0,552913,1427985000
124.875,0,739321,1427985900
124.98,0,866498,1427986800
125,0,879894,1427987700
125.46,0,1858192,1427988600
125.31,0,4670462,1427989500
125.2,0,2860118,1428312600
125.81,0,2101651,1428313500
126.34,0,2459773,1428314400
126.94,0,2851785,1428315300
126.97,0,1765672,1428316200
127.001,0,1409274,1428317100
126.82,0,1040624,1428318000
126.76,0,994220,1428318900
127.005,0,1099140,1428319800
127.134,0,905319,1428320700
127.1956,0,1014982,1428321600
127.175,0,940586,1428322500
127.1445,0,625386,1428323400
127.14,0,526887,1428324300
127.2299,0,548267,1428325200
127.29,0,555575,1428326100
127.145,0,872518,1428327000
127.22,0,520033,1428327900
127.111,0,1007956,1428328800
127.149,0,576842,1428329700
127.1975,0,556511,1428330600
127.235,0,436428,1428331500
127.3,0,1178653,1428332400
127.36,0,1112104,1428333300
127.4501,0,1462983,1428334200
127.35,0,3700206,1428335100
127.35,0.016200000000000003,36906319,1428388544675
127.35,0.016200000000000003,36906319,1428388550255
127.35,0.016200000000000003,36906319,1428388555872
127.35,0.016200000000000003,36906319,1428388561501
